===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.01 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 9.999 us
us,seq,i3,i4,i5,vrail,i7,i8
7359.6,27,0.0275,0.0322,0.0240,0.0191,0.0143,0.0368
7369.6,28,0.0290,0.0307,0.0240,0.0191,0.0158,0.0322
7379.6,29,0.0321,0.0322,0.0240,0.0183,0.0189,0.0322
7389.6,30,0.0336,0.0292,0.0240,0.0183,0.0173,0.0307
7399.6,31,0.0336,0.0261,0.0286,0.0183,0.0173,0.0307
7409.6,32,0.0290,0.0277,0.0316,0.0183,0.0173,0.0276
7419.6,33,0.0290,0.0277,0.0392,0.0174,0.0189,0.0337
7429.6,34,0.0351,0.0368,0.0453,0.0183,0.0173,0.0398
7439.6,35,0.0427,0.0414,0.0530,0.0191,0.0189,0.0429
7449.6,36,0.0504,0.0490,0.0545,0.0183,0.0204,0.0459
7459.6,37,0.0595,0.0597,0.0576,0.0191,0.0219,0.0520
7469.6,38,0.0641,0.0658,0.0621,0.0200,0.0219,0.0612
7479.6,39,0.0717,0.0658,0.0728,0.0191,0.0219,0.0703
7489.6,40,0.0763,0.0643,0.0804,0.0183,0.0280,0.0734
7499.6,41,0.0748,0.0658,0.0820,0.0191,0.0265,0.0703
7509.6,42,0.0733,0.0658,0.0759,0.0191,0.0265,0.0703
7519.6,43,0.0763,0.0673,0.0698,0.0183,0.0295,0.0658
7529.6,44,0.0702,0.0597,0.0652,0.0174,0.0295,0.0612
7539.6,45,0.0595,0.0536,0.0530,0.0183,0.0280,0.0520
7549.6,46,0.0473,0.0444,0.0453,0.0191,0.0311,0.0474
7559.6,47,0.0366,0.0322,0.0408,0.0191,0.0311,0.0444
7569.6,48,0.0290,0.0277,0.0392,0.0191,0.0311,0.0383
7579.6,49,0.0214,0.0277,0.0286,0.0191,0.0326,0.0261
7589.6,50,0.0214,0.0231,0.0225,0.0191,0.0311,0.0169
7599.6,51,0.0214,0.0139,0.0240,0.0191,0.0311,0.0139
7609.6,52,0.0168,0.0124,0.0240,0.0191,0.0311,0.0139
7619.6,53,0.0168,0.0154,0.0164,0.0183,0.0311,0.0169
7629.6,54,0.0183,0.0185,0.0148,0.0191,0.0311,0.0215
7639.6,55,0.0199,0.0185,0.0164,0.0191,0.0311,0.0215
7649.6,56,0.0183,0.0231,0.0225,0.0191,0.0311,0.0200
7659.6,57,0.0153,0.0215,0.0286,0.0191,0.0326,0.0139
7669.6,58,0.0199,0.0170,0.0301,0.0191,0.0311,0.0184
7679.6,59,0.0229,0.0154,0.0301,0.0191,0.0295,0.0261
7689.6,60,0.0275,0.0200,0.0301,0.0191,0.0311,0.0246
7699.6,61,0.0305,0.0246,0.0286,0.0183,0.0295,0.0169
7709.6,62,0.0275,0.0200,0.0270,0.0191,0.0295,0.0184
7719.6,63,0.0214,0.0246,0.0148,0.0183,0.0311,0.0200
7729.6,64,0.0183,0.0246,0.0103,0.0183,0.0295,0.0169
7739.6,65,0.0229,0.0170,0.0103,0.0183,0.0280,0.0139
7749.6,66,0.0214,0.0093,0.0087,0.0191,0.0295,0.0154
7759.6,67,0.0183,0.0093,0.0103,0.0174,0.0265,0.0123
7769.6,68,0.0183,0.0063,0.0118,0.0191,0.0280,0.0108
7779.6,69,0.0122,0.0078,0.0103,0.0191,0.0280,0.0108
7789.6,70,0.0122,0.0109,0.0087,0.0191,0.0280,0.0093
7799.6,71,0.0122,0.0093,0.0041,0.0191,0.0265,0.0093
7809.6,72,0.0107,0.0048,0.0026,0.0183,0.0280,0.0093
7819.6,73,0.0122,0.0002,0.0011,0.0191,0.0280,0.0108
7829.6,74,0.0122,0.0002,-0.0050,0.0183,0.0265,0.0047
7839.6,75,0.0107,-0.0044,-0.0096,0.0191,0.0250,0.0017
7849.6,76,0.0061,-0.0029,-0.0050,0.0183,0.0265,0.0062
7859.6,77,0.0061,-0.0029,-0.0065,0.0191,0.0265,0.0093
7869.6,78,0.0031,0.0048,0.0011,0.0191,0.0250,0.0123
7879.6,79,0.0031,0.0109,0.0057,0.0191,0.0250,0.0154
7889.6,80,0.0092,0.0139,0.0087,0.0183,0.0234,0.0169
7899.6,81,0.0107,0.0139,0.0072,0.0183,0.0234,0.0123
7909.6,82,0.0077,0.0124,0.0087,0.0191,0.0250,0.0108
7919.6,83,0.0015,0.0093,0.0103,0.0209,0.0234,0.0047
7929.6,84,-0.0061,0.0078,0.0103,0.0200,0.0234,0.0062
7939.6,85,-0.0076,0.0063,0.0087,0.0191,0.0219,0.0108
7949.6,86,-0.0061,0.0017,0.0087,0.0191,0.0219,0.0108
7959.6,87,0.0015,0.0032,0.0041,0.0191,0.0204,0.0062
7969.6,88,0.0061,0.0032,-0.0004,0.0183,0.0204,0.0001
7979.6,89,0.0061,0.0002,-0.0004,0.0183,0.0204,-0.0044
7989.6,90,0.0031,0.0002,0.0026,0.0191,0.0219,-0.0105
7999.6,91,0.0046,-0.0013,-0.0065,0.0200,0.0189,-0.0075
8009.6,92,0.0031,-0.0013,-0.0035,0.0200,0.0204,-0.0044
8019.6,93,0.0031,0.0002,-0.0035,0.0200,0.0204,-0.0029
8029.6,94,0.0000,0.0002,0.0011,0.0200,0.0189,0.0017
8039.6,95,0.0015,-0.0044,-0.0035,0.0200,0.0173,0.0032
8049.6,96,-0.0015,-0.0059,-0.0065,0.0191,0.0158,-0.0014
8059.6,97,0.0031,-0.0059,-0.0111,0.0200,0.0173,-0.0014
8069.6,98,0.0015,0.0002,-0.0126,0.0200,0.0189,0.0017
8079.6,99,-0.0015,0.0002,-0.0142,0.0200,0.0173,0.0078
8089.6,100,0.0000,0.0017,-0.0035,0.0191,0.0173,0.0001
8099.6,101,-0.0030,0.0078,0.0041,0.0200,0.0158,0.0017
8109.6,102,-0.0030,0.0109,0.0103,0.0191,0.0173,0.0017
8119.6,103,-0.0061,0.0078,0.0103,0.0183,0.0158,0.0062
8129.6,104,0.0000,0.0032,0.0072,0.0200,0.0189,0.0032
8139.6,105,0.0000,0.0048,-0.0004,0.0191,0.0158,-0.0014
8149.6,106,0.0031,0.0032,-0.0004,0.0191,0.0143,-0.0044
8159.6,107,0.0046,-0.0044,-0.0020,0.0191,0.0158,-0.0044
8169.6,108,0.0077,-0.0074,-0.0065,0.0200,0.0128,-0.0029
8179.6,109,0.0061,-0.0090,-0.0050,0.0200,0.0128,-0.0029
8189.6,110,0.0000,-0.0090,-0.0020,0.0200,0.0128,-0.0044
8199.6,111,-0.0061,-0.0135,-0.0081,0.0191,0.0128,-0.0060
8209.6,112,-0.0091,-0.0151,-0.0172,0.0200,0.0143,-0.0090
8219.6,113,-0.0137,-0.0197,-0.0203,0.0200,0.0128,-0.0121
8229.6,114,-0.0168,-0.0181,-0.0187,0.0200,0.0112,-0.0136
8239.6,115,-0.0137,-0.0181,-0.0187,0.0200,0.0097,-0.0166
8249.6,116,-0.0213,-0.0242,-0.0233,0.0183,0.0097,-0.0182
8259.6,117,-0.0259,-0.0242,-0.0218,0.0200,0.0066,-0.0197
8269.6,118,-0.0244,-0.0227,-0.0172,0.0200,0.0082,-0.0227
8279.6,119,-0.0244,-0.0135,-0.0081,0.0200,0.0066,-0.0197
8289.6,120,-0.0213,-0.0090,-0.0035,0.0191,0.0066,-0.0182
8299.6,121,-0.0152,-0.0090,-0.0004,0.0209,0.0066,-0.0151
8309.6,122,-0.0107,-0.0059,0.0011,0.0200,0.0066,-0.0121
8319.6,123,-0.0046,-0.0120,-0.0004,0.0191,0.0082,-0.0105
8329.6,124,0.0031,-0.0090,-0.0035,0.0200,0.0066,-0.0060
8339.6,125,0.0046,-0.0044,-0.0050,0.0209,0.0082,-0.0014
8349.6,126,0.0031,-0.0044,-0.0050,0.0209,0.0082,0.0001
8359.6,127,0.0031,-0.0044,-0.0035,0.0200,0.0036,-0.0029
8369.6,128,0.0031,-0.0029,-0.0035,0.0200,0.0051,-0.0044
8379.6,129,0.0015,0.0078,0.0057,0.0200,0.0051,0.0001
8389.6,130,0.0031,0.0093,-0.0020,0.0209,0.0051,0.0047
8399.6,131,-0.0046,0.0063,-0.0020,0.0200,0.0066,0.0032
8409.6,132,-0.0046,-0.0013,-0.0050,0.0209,0.0066,0.0032
8419.6,133,-0.0046,-0.0044,-0.0004,0.0200,0.0036,0.0017
8429.6,134,-0.0046,-0.0059,-0.0035,0.0200,0.0036,0.0017
8439.6,135,-0.0076,-0.0090,-0.0050,0.0191,0.0051,0.0001
8449.6,136,-0.0046,-0.0044,-0.0065,0.0200,0.0051,0.0001
8459.6,137,-0.0046,-0.0029,-0.0096,0.0200,0.0051,-0.0029
8469.6,138,-0.0076,-0.0013,-0.0096,0.0217,0.0051,-0.0060
8479.6,139,-0.0030,-0.0059,-0.0081,0.0209,0.0051,-0.0075
8489.6,140,-0.0061,-0.0059,-0.0081,0.0200,0.0051,-0.0044
8499.6,141,-0.0091,-0.0074,-0.0126,0.0209,0.0051,-0.0090
8509.6,142,-0.0076,-0.0120,-0.0157,0.0200,0.0036,-0.0075
8519.6,143,-0.0061,-0.0151,-0.0172,0.0209,0.0036,-0.0060
8529.6,144,-0.0046,-0.0135,-0.0187,0.0200,0.0021,-0.0121
8539.6,145,-0.0030,-0.0120,-0.0187,0.0200,0.0021,-0.0121
8549.6,146,-0.0046,-0.0120,-0.0081,0.0200,0.0036,-0.0105
8559.6,147,-0.0107,-0.0120,-0.0081,0.0209,0.0036,-0.0105
8569.6,148,-0.0076,-0.0197,-0.0081,0.0200,0.0021,-0.0166
8579.6,149,-0.0076,-0.0181,-0.0096,0.0191,0.0005,-0.0227
8589.6,150,-0.0137,-0.0197,-0.0111,0.0191,0.0021,-0.0197
8599.6,151,-0.0152,-0.0151,-0.0065,0.0209,0.0021,-0.0197
8609.6,152,-0.0152,-0.0166,-0.0004,0.0200,0.0021,-0.0197
8619.6,153,-0.0152,-0.0166,-0.0050,0.0209,0.0005,-0.0151
8629.6,154,-0.0122,-0.0135,-0.0096,0.0217,0.0005,-0.0090
8639.5,155,-0.0061,-0.0059,-0.0065,0.0200,-0.0010,-0.0060
8649.5,156,-0.0030,-0.0044,-0.0111,0.0209,-0.0025,-0.0044
8659.5,157,-0.0015,-0.0013,-0.0142,0.0200,0.0005,0.0047
8669.5,158,-0.0030,0.0002,-0.0157,0.0209,0.0005,0.0062
8679.5,159,-0.0030,-0.0059,-0.0065,0.0209,-0.0010,0.0078
8689.5,160,0.0015,-0.0059,0.0011,0.0200,0.0005,0.0017
8699.5,161,0.0061,-0.0013,0.0072,0.0209,0.0005,-0.0014
8709.5,162,0.0122,0.0032,0.0072,0.0217,0.0005,0.0017
8719.5,163,0.0168,0.0109,0.0072,0.0200,-0.0010,0.0062
8729.5,164,0.0168,0.0170,0.0179,0.0209,0.0036,0.0123
8739.5,165,0.0168,0.0154,0.0194,0.0191,0.0036,0.0139
8749.5,166,0.0214,0.0200,0.0225,0.0200,0.0036,0.0184
8759.5,167,0.0199,0.0170,0.0148,0.0200,0.0051,0.0169
8769.5,168,0.0229,0.0215,0.0133,0.0217,0.0036,0.0184
8779.5,169,0.0244,0.0185,0.0087,0.0209,0.0051,0.0215
8789.5,170,0.0244,0.0231,0.0072,0.0200,0.0066,0.0184
8799.5,171,0.0214,0.0215,0.0103,0.0209,0.0021,0.0154
8809.5,172,0.0183,0.0185,0.0194,0.0209,0.0066,0.0169
8819.5,173,0.0183,0.0200,0.0225,0.0209,0.0051,0.0154
8829.5,174,0.0183,0.0215,0.0194,0.0200,0.0066,0.0123
8839.5,175,0.0199,0.0185,0.0164,0.0200,0.0082,0.0154
8849.5,176,0.0199,0.0170,0.0133,0.0200,0.0082,0.0123
8859.5,177,0.0138,0.0109,0.0133,0.0209,0.0082,0.0139
8869.5,178,0.0199,0.0093,0.0179,0.0209,0.0082,0.0139
8879.5,179,0.0229,0.0093,0.0179,0.0200,0.0082,0.0139
8889.5,180,0.0199,0.0124,0.0148,0.0209,0.0082,0.0154
8899.5,181,0.0168,0.0170,0.0072,0.0191,0.0097,0.0154
8909.5,182,0.0138,0.0185,0.0072,0.0200,0.0082,0.0108
8919.5,183,0.0061,0.0139,0.0118,0.0200,0.0097,0.0169
8929.5,184,0.0061,0.0124,0.0103,0.0209,0.0097,0.0169
8939.5,185,0.0077,0.0109,0.0087,0.0209,0.0112,0.0169
8949.5,186,0.0107,0.0109,0.0072,0.0209,0.0082,0.0093
8959.5,187,0.0092,0.0093,0.0103,0.0209,0.0097,0.0032
8969.5,188,0.0153,0.0078,0.0118,0.0209,0.0097,0.0062
8979.5,189,0.0153,0.0078,0.0133,0.0200,0.0097,0.0123
8989.5,190,0.0168,0.0078,0.0148,0.0200,0.0082,0.0200
8999.5,191,0.0260,0.0185,0.0164,0.0209,0.0097,0.0276
9009.5,192,0.0244,0.0231,0.0148,0.0217,0.0112,0.0337
9019.5,193,0.0275,0.0231,0.0194,0.0217,0.0143,0.0352
9029.5,194,0.0305,0.0246,0.0301,0.0209,0.0128,0.0291
9039.5,195,0.0275,0.0231,0.0347,0.0200,0.0128,0.0276
9049.5,196,0.0275,0.0200,0.0362,0.0200,0.0128,0.0337
9059.5,197,0.0305,0.0277,0.0347,0.0200,0.0128,0.0368
9069.5,198,0.0321,0.0292,0.0286,0.0200,0.0158,0.0352
9079.5,199,0.0336,0.0261,0.0255,0.0200,0.0158,0.0276
9089.5,200,0.0305,0.0231,0.0240,0.0209,0.0158,0.0246
9099.5,201,0.0214,0.0154,0.0164,0.0217,0.0158,0.0230
9109.5,202,0.0168,0.0109,0.0103,0.0209,0.0143,0.0154
9119.5,203,0.0138,0.0032,0.0041,0.0209,0.0158,0.0078
9129.5,204,0.0153,-0.0013,-0.0020,0.0200,0.0158,0.0062
9139.5,205,0.0092,-0.0029,0.0026,0.0209,0.0143,0.0017
9149.5,206,0.0077,-0.0059,0.0087,0.0209,0.0158,0.0062
9159.5,207,0.0031,-0.0029,0.0057,0.0209,0.0158,0.0078
9169.5,208,0.0046,0.0002,-0.0020,0.0200,0.0143,0.0078
9179.5,209,0.0046,0.0048,-0.0020,0.0200,0.0128,0.0032
9189.5,210,0.0061,0.0093,0.0011,0.0209,0.0158,-0.0029
9199.5,211,0.0077,0.0170,0.0057,0.0200,0.0143,0.0032
9209.5,212,0.0061,0.0154,0.0103,0.0200,0.0143,0.0062
9219.5,213,0.0046,0.0109,0.0118,0.0200,0.0128,0.0017
9229.5,214,0.0046,0.0078,0.0103,0.0200,0.0128,0.0001
9239.5,215,0.0031,0.0078,0.0072,0.0200,0.0128,0.0001
9249.5,216,0.0015,0.0048,0.0041,0.0209,0.0112,0.0032
9259.5,217,0.0000,0.0063,-0.0004,0.0200,0.0143,0.0032
9269.5,218,-0.0076,0.0093,0.0041,0.0191,0.0128,0.0047
9279.5,219,-0.0061,0.0063,0.0041,0.0209,0.0128,0.0032
9289.5,220,-0.0061,0.0048,0.0011,0.0200,0.0112,-0.0014
9299.5,221,-0.0061,-0.0013,-0.0020,0.0200,0.0112,-0.0060
9309.5,222,-0.0015,-0.0059,-0.0035,0.0200,0.0128,-0.0105
9319.5,223,-0.0061,-0.0029,-0.0050,0.0200,0.0128,-0.0090
9329.5,224,-0.0061,-0.0044,-0.0004,0.0200,0.0128,-0.0105
9339.5,225,-0.0061,-0.0074,-0.0020,0.0200,0.0112,-0.0136
9349.5,226,-0.0046,-0.0059,0.0011,0.0209,0.0112,-0.0105
9359.5,227,-0.0015,-0.0044,0.0011,0.0200,0.0097,-0.0044
9369.5,228,0.0031,-0.0013,0.0011,0.0200,0.0097,-0.0014
9379.5,229,0.0046,-0.0029,-0.0020,0.0200,0.0082,0.0047
9389.5,230,0.0015,-0.0059,-0.0065,0.0217,0.0066,-0.0029
9399.5,231,-0.0046,-0.0090,-0.0081,0.0200,0.0082,-0.0029
9409.5,232,-0.0015,-0.0120,-0.0035,0.0200,0.0097,-0.0014
9419.5,233,0.0015,-0.0120,-0.0004,0.0209,0.0112,0.0001
9429.5,234,0.0000,-0.0105,-0.0050,0.0200,0.0082,-0.0014
9439.5,235,-0.0030,-0.0120,-0.0035,0.0209,0.0082,0.0001
9449.5,236,-0.0046,-0.0074,-0.0004,0.0200,0.0066,-0.0014
9459.5,237,-0.0015,-0.0090,0.0026,0.0209,0.0066,0.0017
9469.5,238,0.0000,-0.0105,0.0011,0.0200,0.0066,-0.0014
9479.5,239,0.0015,-0.0029,0.0026,0.0209,0.0082,0.0001
9489.5,240,0.0061,0.0048,0.0041,0.0209,0.0082,0.0001
9499.5,241,0.0138,0.0109,-0.0004,0.0191,0.0066,0.0062
9509.5,242,0.0199,0.0139,0.0011,0.0200,0.0082,0.0139
9519.5,243,0.0199,0.0154,0.0041,0.0209,0.0097,0.0169
9529.5,244,0.0199,0.0200,0.0118,0.0200,0.0082,0.0215
9539.5,245,0.0214,0.0154,0.0179,0.0200,0.0097,0.0215
9549.5,246,0.0260,0.0170,0.0209,0.0200,0.0097,0.0246
9559.5,247,0.0275,0.0170,0.0194,0.0191,0.0112,0.0184
9569.5,248,0.0229,0.0200,0.0240,0.0200,0.0112,0.0154
9579.5,249,0.0199,0.0185,0.0301,0.0209,0.0097,0.0230
9589.5,250,0.0229,0.0154,0.0255,0.0200,0.0112,0.0246
9599.5,251,0.0229,0.0154,0.0194,0.0209,0.0097,0.0291
9609.5,252,0.0229,0.0154,0.0209,0.0209,0.0128,0.0337
9619.5,253,0.0244,0.0139,0.0209,0.0209,0.0128,0.0291
9629.5,254,0.0214,0.0124,0.0164,0.0191,0.0128,0.0246
9639.5,255,0.0183,0.0124,0.0179,0.0200,0.0143,0.0230
9649.5,0,0.0183,0.0124,0.0164,0.0209,0.0128,0.0200
9659.5,1,0.0168,0.0063,0.0164,0.0209,0.0128,0.0184
9669.5,2,0.0153,0.0078,0.0194,0.0217,0.0143,0.0139
9679.5,3,0.0153,0.0063,0.0179,0.0209,0.0128,0.0093
9689.5,4,0.0138,0.0032,0.0133,0.0200,0.0143,0.0093
9699.5,5,0.0077,0.0032,0.0072,0.0200,0.0143,0.0032
9709.5,6,0.0061,0.0078,0.0057,0.0209,0.0143,0.0017
9719.5,7,0.0031,0.0093,0.0133,0.0209,0.0143,0.0032
9729.5,8,-0.0030,0.0078,0.0072,0.0200,0.0128,0.0062
9739.5,9,0.0000,0.0017,0.0026,0.0209,0.0112,0.0062
9749.5,10,0.0046,0.0048,0.0087,0.0209,0.0128,0.0047
9759.5,11,0.0046,0.0048,0.0087,0.0217,0.0143,0.0001
9769.5,12,0.0077,0.0093,0.0072,0.0217,0.0128,-0.0029
9779.5,13,0.0092,0.0109,0.0118,0.0209,0.0097,0.0062
9789.5,14,0.0077,0.0109,0.0148,0.0217,0.0128,0.0032
9799.5,15,0.0092,0.0093,0.0148,0.0209,0.0128,-0.0029
9809.5,16,0.0138,0.0032,0.0148,0.0209,0.0143,0.0093
9819.5,17,0.0183,0.0078,0.0148,0.0200,0.0158,0.0062
9829.5,18,0.0122,0.0109,0.0164,0.0209,0.0143,0.0078
9839.5,19,0.0138,0.0139,0.0164,0.0209,0.0143,0.0078
9849.5,20,0.0107,0.0170,0.0148,0.0209,0.0128,0.0093
9859.5,21,0.0122,0.0139,0.0133,0.0217,0.0128,0.0108
9869.5,22,0.0107,0.0063,0.0103,0.0217,0.0128,0.0078
9879.5,23,0.0107,0.0063,0.0072,0.0217,0.0128,-0.0014
9889.5,24,0.0122,0.0048,0.0118,0.0200,0.0128,-0.0014
9899.5,25,0.0092,0.0002,0.0103,0.0209,0.0128,-0.0029
9909.5,26,0.0046,0.0032,0.0087,0.0200,0.0112,0.0001
9919.5,27,-0.0046,0.0002,0.0057,0.0217,0.0128,-0.0060
9929.5,28,-0.0107,0.0002,0.0026,0.0200,0.0128,-0.0060
9939.5,29,-0.0137,-0.0059,-0.0004,0.0209,0.0143,-0.0044
9949.5,30,-0.0091,-0.0074,-0.0004,0.0217,0.0128,-0.0060
9959.5,31,-0.0091,-0.0090,-0.0035,0.0209,0.0158,-0.0075
9969.5,32,-0.0091,-0.0074,-0.0050,0.0200,0.0128,-0.0136
9979.5,33,-0.0091,-0.0044,-0.0096,0.0217,0.0128,-0.0121
9989.5,34,-0.0137,-0.0074,-0.0081,0.0209,0.0097,-0.0060
9999.5,35,-0.0122,-0.0074,-0.0020,0.0226,0.0128,-0.0014
10009.5,36,-0.0137,-0.0074,0.0011,0.0200,0.0082,-0.0014
10019.5,37,-0.0091,-0.0105,0.0011,0.0200,0.0097,-0.0014
10029.5,38,-0.0061,-0.0120,-0.0050,0.0209,0.0097,-0.0105
10039.5,39,-0.0076,-0.0151,-0.0050,0.0209,0.0097,-0.0090
10049.5,40,-0.0046,-0.0135,-0.0020,0.0209,0.0097,-0.0060
10059.5,41,-0.0015,-0.0135,-0.0035,0.0217,0.0097,-0.0075
10069.5,42,-0.0046,-0.0120,0.0026,0.0200,0.0097,-0.0136
10079.5,43,-0.0076,-0.0135,-0.0020,0.0200,0.0097,-0.0136
10089.5,44,-0.0091,-0.0120,-0.0096,0.0209,0.0082,-0.0136
10099.5,45,-0.0107,-0.0105,-0.0157,0.0217,0.0082,-0.0212
10109.5,46,-0.0076,-0.0135,-0.0218,0.0217,0.0066,-0.0197
10119.5,47,-0.0061,-0.0135,-0.0187,0.0209,0.0066,-0.0166
10129.5,48,-0.0137,-0.0135,-0.0157,0.0209,0.0066,-0.0136
10139.5,49,-0.0152,-0.0135,-0.0126,0.0209,0.0082,-0.0121
10149.5,50,-0.0168,-0.0181,-0.0126,0.0200,0.0036,-0.0136
10159.5,51,-0.0168,-0.0197,-0.0111,0.0209,0.0066,-0.0151
10169.5,52,-0.0107,-0.0166,-0.0157,0.0217,0.0051,-0.0090
10179.5,53,-0.0061,-0.0074,-0.0081,0.0209,0.0066,-0.0044
10189.5,54,-0.0046,-0.0090,-0.0004,0.0200,0.0051,-0.0060
10199.5,55,0.0000,0.0002,0.0057,0.0209,0.0066,-0.0029
10209.5,56,0.0046,0.0063,0.0072,0.0209,0.0066,0.0078
10219.5,57,0.0077,0.0109,0.0087,0.0200,0.0066,0.0123
10229.5,58,0.0107,0.0109,0.0148,0.0209,0.0051,0.0169
10239.5,59,0.0168,0.0170,0.0225,0.0209,0.0097,0.0215
10249.5,60,0.0244,0.0246,0.0270,0.0209,0.0066,0.0230
10259.5,61,0.0290,0.0277,0.0255,0.0209,0.0066,0.0307
10269.5,62,0.0336,0.0307,0.0240,0.0217,0.0082,0.0261
10279.5,63,0.0336,0.0307,0.0179,0.0200,0.0082,0.0215
10289.5,64,0.0275,0.0200,0.0240,0.0200,0.0097,0.0200
10299.5,65,0.0229,0.0231,0.0225,0.0217,0.0097,0.0261
10309.5,66,0.0229,0.0231,0.0194,0.0217,0.0097,0.0261
10319.5,67,0.0199,0.0215,0.0179,0.0217,0.0097,0.0200
10329.5,68,0.0183,0.0246,0.0194,0.0209,0.0097,0.0169
10339.5,69,0.0138,0.0215,0.0225,0.0209,0.0097,0.0169
10349.5,70,0.0183,0.0185,0.0179,0.0209,0.0112,0.0184
10359.5,71,0.0229,0.0185,0.0148,0.0209,0.0128,0.0169
10369.5,72,0.0244,0.0277,0.0240,0.0217,0.0112,0.0169
10379.5,73,0.0244,0.0261,0.0225,0.0217,0.0128,0.0200
10389.5,74,0.0229,0.0215,0.0194,0.0209,0.0128,0.0246
10399.5,75,0.0183,0.0185,0.0148,0.0200,0.0143,0.0246
10409.5,76,0.0229,0.0124,0.0164,0.0209,0.0128,0.0230
10419.5,77,0.0260,0.0139,0.0118,0.0217,0.0128,0.0169
10429.5,78,0.0183,0.0093,0.0072,0.0217,0.0143,0.0169
10439.5,79,0.0138,0.0048,0.0087,0.0217,0.0128,0.0184
10449.5,80,0.0077,0.0032,0.0072,0.0200,0.0143,0.0230
10459.5,81,0.0046,0.0048,0.0072,0.0217,0.0143,0.0215
10469.5,82,0.0061,0.0048,0.0011,0.0217,0.0158,0.0108
10479.5,83,0.0046,0.0032,0.0041,0.0209,0.0128,0.0078
10489.5,84,-0.0015,0.0032,0.0057,0.0217,0.0128,-0.0014
10499.5,85,-0.0030,0.0078,0.0057,0.0217,0.0128,0.0001
10509.5,86,-0.0030,0.0048,0.0087,0.0209,0.0128,0.0062
10519.5,87,0.0015,0.0048,0.0133,0.0209,0.0128,0.0108
10529.5,88,0.0092,0.0078,0.0133,0.0217,0.0143,0.0139
10539.5,89,0.0138,0.0093,0.0133,0.0217,0.0143,0.0139
10549.5,90,0.0168,0.0139,0.0148,0.0200,0.0128,0.0184
10559.4,91,0.0153,0.0200,0.0164,0.0200,0.0143,0.0184
10569.4,92,0.0199,0.0231,0.0240,0.0200,0.0143,0.0169
10579.4,93,0.0260,0.0200,0.0331,0.0209,0.0158,0.0184
10589.4,94,0.0275,0.0215,0.0377,0.0209,0.0158,0.0184
10599.4,95,0.0244,0.0246,0.0347,0.0209,0.0143,0.0246
10609.4,96,0.0260,0.0246,0.0270,0.0209,0.0158,0.0276
10619.4,97,0.0290,0.0246,0.0209,0.0209,0.0143,0.0230
10629.4,98,0.0321,0.0231,0.0164,0.0217,0.0173,0.0200
10639.4,99,0.0199,0.0154,0.0118,0.0209,0.0158,0.0123
10649.4,100,0.0077,0.0124,0.0057,0.0209,0.0143,0.0093
10659.4,101,-0.0030,0.0093,0.0072,0.0226,0.0158,0.0093
10669.4,102,-0.0030,0.0017,-0.0004,0.0226,0.0143,0.0078
10679.4,103,-0.0076,-0.0059,-0.0065,0.0209,0.0143,-0.0014
10689.4,104,-0.0137,-0.0090,-0.0172,0.0209,0.0128,-0.0060
10699.4,105,-0.0152,-0.0151,-0.0248,0.0209,0.0128,-0.0121
10709.4,106,-0.0152,-0.0197,-0.0294,0.0209,0.0112,-0.0166
10719.4,107,-0.0183,-0.0135,-0.0340,0.0209,0.0128,-0.0197
10729.4,108,-0.0259,-0.0227,-0.0371,0.0209,0.0128,-0.0212
10739.4,109,-0.0259,-0.0273,-0.0309,0.0209,0.0112,-0.0227
10749.4,110,-0.0229,-0.0303,-0.0279,0.0209,0.0097,-0.0258
10759.4,111,-0.0244,-0.0303,-0.0233,0.0200,0.0082,-0.0304
10769.4,112,-0.0244,-0.0319,-0.0279,0.0209,0.0082,-0.0319
10779.4,113,-0.0229,-0.0349,-0.0248,0.0209,0.0066,-0.0350
10789.4,114,-0.0244,-0.0303,-0.0294,0.0209,0.0051,-0.0319
10799.4,115,-0.0259,-0.0242,-0.0264,0.0209,0.0066,-0.0319
10809.4,116,-0.0244,-0.0258,-0.0279,0.0200,0.0066,-0.0380
10819.4,117,-0.0244,-0.0258,-0.0218,0.0209,0.0036,-0.0365
10829.4,118,-0.0259,-0.0273,-0.0248,0.0209,0.0036,-0.0350
10839.4,119,-0.0244,-0.0242,-0.0187,0.0200,0.0021,-0.0289
10849.4,120,-0.0229,-0.0242,-0.0203,0.0209,0.0051,-0.0212
10859.4,121,-0.0259,-0.0273,-0.0233,0.0200,0.0021,-0.0182
10869.4,122,-0.0244,-0.0242,-0.0233,0.0200,0.0021,-0.0227
10879.4,123,-0.0198,-0.0212,-0.0218,0.0209,0.0021,-0.0227
10889.4,124,-0.0168,-0.0197,-0.0187,0.0217,0.0005,-0.0212
10899.4,125,-0.0107,-0.0166,-0.0157,0.0217,-0.0010,-0.0166
10909.4,126,-0.0030,-0.0151,-0.0065,0.0217,-0.0025,-0.0090
10919.4,127,-0.0015,-0.0120,-0.0065,0.0209,0.0005,-0.0060
10929.4,128,-0.0015,-0.0120,-0.0111,0.0209,-0.0025,-0.0029
10939.4,129,-0.0030,-0.0166,-0.0065,0.0200,0.0005,0.0017
10949.4,130,0.0046,-0.0197,-0.0111,0.0217,-0.0025,-0.0029
10959.4,131,0.0031,-0.0074,-0.0065,0.0209,-0.0010,-0.0029
